333897.21875676,4143127.20180467,0
333897.21875676,4143127.20180467,0
333897.20973882,4143127.19864991,0
333897.12703618,4143127.16961625,0
333897.01183232,4143127.12761262,0
333896.89433965,4143127.07428315,0
333896.80464085,4143127.01729539,0
333896.69542607,4143126.92600968,0
333896.51319798,4143126.75065187,0
333896.36244115,4143126.58946946,0
333896.19504460,4143126.36794236,0
333895.99625310,4143126.06013063,0
333895.82784947,4143125.73318437,0
333895.69386586,4143125.37247804,0
333895.57302770,4143125.02597001,0
333895.45830830,4143124.69206575,0
333895.34535893,4143124.28951982,0
333895.26061543,4143123.89868501,0
333895.17510136,4143123.50378373,0
333895.08257588,4143123.07501557,0
333895.01284322,4143122.69575838,0
333894.96551045,4143122.34096482,0
333894.91804799,4143121.98016313,0
333894.86545857,4143121.58170655,0
333894.80766591,4143121.14340547,0
333894.75506505,4143120.74458268,0
333894.69723805,4143120.30609086,0
333894.64467152,4143119.90741685,0
333894.59736165,4143119.54860261,0
333894.55005177,4143119.18979981,0
333894.49748525,4143118.79112580,0
333894.44491872,4143118.39245179,0
333894.38709553,4143117.95391038,0
333894.32927235,4143117.51536897,0
333894.28196248,4143117.15656236,0
333894.23990926,4143116.83762315,0
333894.18208607,4143116.39908173,0
333894.12951955,4143116.00040773,0
333894.07169637,4143115.56186631,0
333894.01387318,4143115.12332490,0
333893.96656331,4143114.76451829,0
333893.91925343,4143114.40571168,0
333893.86143025,4143113.96717027,0
333893.80886373,4143113.56849626,0
333893.75629719,4143113.16982224,0
333893.69847401,4143112.73128083,0
333893.64590749,4143112.33260682,0
333893.59859761,4143111.97380021,0
333893.55095967,4143111.62036279,0
333893.48416051,4143111.24059251,0
333893.39931783,4143110.84826615,0
333893.31455907,4143110.45453599,0
333893.21738347,4143110.04003671,0
333893.09035023,4143109.62928537,0
333892.95241460,4143109.20634988,0
333892.85297307,4143108.90057519,0
333892.74177464,4143108.56224969,0
333892.60723409,4143108.20356515,0
333892.44661244,4143107.83939126,0
333892.26658162,4143107.43306687,0
333892.10399159,4143107.06599763,0
333891.92483815,4143106.66151574,0
333891.77822789,4143106.33053544,0
333891.63168630,4143105.99967912,0
333891.45362386,4143105.60586312,0
333891.27534398,4143105.26568559,0
333891.09530934,4143104.95146134,0
333890.87525472,4143104.56598428,0
333890.65840444,4143104.19084123,0
333890.46877583,4143103.88892892,0
333890.27344807,4143103.58266977,0
333890.05738362,4143103.24326280,0
333889.84384450,4143102.91438058,0
333889.61488255,4143102.58900979,0
333889.35815724,4143102.22677568,0
333889.12593373,4143101.89892152,0
333888.87029942,4143101.53802255,0
333888.66106328,4143101.24262384,0
333888.45189198,4143100.94732049,0
333888.21946629,4143100.61917642,0
333887.96379002,4143100.25821260,0
333887.75460347,4143099.96288827,0
333887.49893102,4143099.60193398,0
333887.22001561,4143099.20816567,0
333887.08055791,4143099.01128152,0
333886.87137135,4143098.71595529,0
333886.61569890,4143098.35500100,0
333886.36002644,4143097.99404672,0
333886.15083989,4143097.69872048,0
333885.96489629,4143097.43620828,0
333885.70922383,4143097.07525399,0
333885.47679433,4143096.74711374,0
333885.22112187,4143096.38615945,0
333884.98869237,4143096.05801919,0
333884.73301991,4143095.69706490,0
333884.52383336,4143095.40173867,0
333884.33788976,4143095.13922647,0
333884.08221730,4143094.77827218,0
333883.84978780,4143094.45013192,0
333883.61735829,4143094.12199166,0
333883.36168584,4143093.76103738,0
333883.10601338,4143093.40008309,0
333882.89682683,4143093.10475686,0
333882.71088322,4143092.84224466,0
333882.45521077,4143092.48129037,0
333882.22278127,4143092.15315011,0
333881.99035176,4143091.82500985,0
333881.73467931,4143091.46405557,0
333881.47900685,4143091.10310128,0
333881.26982030,4143090.80777505,0
333881.08387669,4143090.54526284,0
333880.82820424,4143090.18430475,0
333880.59577474,4143089.85615972,0
333880.34010228,4143089.49520019,0
333880.10767277,4143089.16705468,0
333879.85200032,4143088.80609563,0
333879.64281377,4143088.51076510,0
333879.45687016,4143088.24824861,0
333879.20119771,4143087.88728956,0
333878.96876820,4143087.55914452,0
333878.71309575,4143087.19818500,0
333878.48066624,4143086.87003950,0
333878.27147969,4143086.57470945,0
333878.06229314,4143086.27937988,0
333877.80662068,4143085.91842297,0
333877.57419118,4143085.59028056,0
333877.34176167,4143085.26213792,0
333877.10933217,4143084.93399504,0
333876.85365971,4143084.57303813,0
333876.59798726,4143084.21208110,0
333876.38880071,4143083.91675285,0
333876.20285710,4143083.65423873,0
333875.94718465,4143083.29328117,0
333875.71475514,4143082.96513799,0
333875.45908269,4143082.60418033,0
333875.22665318,4143082.27603738,0
333875.01746663,4143081.98070842,0
333874.80828008,4143081.68537947,0
333874.55260762,4143081.32442215,0
333874.32017812,4143080.99627939,0
333874.08774861,4143080.66813686,0
333873.83207616,4143080.30717924,0
333873.57640370,4143079.94622257,0
333873.36721715,4143079.65089396,0
333873.18127355,4143079.38838008,0
333872.92560109,4143079.02742317,0
333872.69317158,4143078.69928029,0
333872.43749913,4143078.33832267,0
333872.20506962,4143078.01017716,0
333871.99588307,4143077.71484711,0
333871.76345357,4143077.38670209,0
333871.53102406,4143077.05855659,0
333871.29859456,4143076.73041204,0
333871.04292210,4143076.36945251,0
